item_id,email,name,description,condition,type
3661,usr493@gt.edu,Ani-Mayhem,"an out-of-print anime-based collectible card game first released in 1996   ",Mint,"Card Game"
3662,usr494@gt.edu,"Wasteland 2","inXile Entertainment   Deep Silver","Like New","Computer Game"
3663,usr494@gt.edu,"Final Fantasy Trading Card Game ","Hobby Japan/Last Level/Square Enix/Neo Productions Unlimited   ",Mint,"Card Game"
3664,usr494@gt.edu,Phalanx,"Simulations Publications, Inc.  1971","Heavily Used","Board Game"
3665,usr494@gt.edu,"Choro Q 64JP","Locomotive Corporation   TakaraJP","Moderately Used","Video Game"
3666,usr494@gt.edu,"Aliens Predator Collectible Card Game",NULL,"Like New","Card Game"
3667,usr494@gt.edu,"Doctor Who  Battles in Time ","GE Fabbri   ",Mint,"Card Game"
3668,usr495@gt.edu,"Magic: The Gathering 2013",NULL,"Lightly Used","Video Game"
3669,usr495@gt.edu,"Guardians	",NULL,"Lightly Used","Card Game"
3670,usr495@gt.edu,"Dark Eden","Target Games/Heartbreaker Hobbies   ","Heavily Used","Card Game"
3671,usr496@gt.edu,"Assassin's Creed IV: Black Flag","Ubisoft Montreal   Ubisoft","Like New","Computer Game"
3672,usr496@gt.edu,"Age of Mythology","Ensemble Studios   Microsoft Game Studios, MacSoft","Moderately Used","Computer Game"
3673,usr496@gt.edu,"Magic: The Gathering � Duels of the Planeswalkers","Card & Board   Stainless Games","Heavily Used","Video Game"
3674,usr496@gt.edu,"Jikkyou Powerful Pro Yakyuu 2014","Konami   October 23, 2014","Moderately Used","Video Game"
3675,usr496@gt.edu,"Hero Attax ","Topps   ","Heavily Used","Card Game"
3676,usr496@gt.edu,"Stepping into Space ","Floor Jigsaw Puzzle By Ravensburger NEW","Heavily Used","Jigsaw Puzzle"
3677,usr496@gt.edu,"Nushi Tsuri 64","DDL   Pack-In-Soft","Lightly Used","Video Game"
3678,usr496@gt.edu,"Wreck It Ralph 2 ","Panoramic Jigsaw Puzzle By Ravensburger","Damaged/Missing parts","Jigsaw Puzzle"
3679,usr497@gt.edu,"Trok ","Trok TCG   ","Damaged/Missing parts","Card Game"
3680,usr497@gt.edu,"Digimon Card Game","Bandai   ","Lightly Used","Card Game"
3681,usr497@gt.edu,"PGA European TourNA","Infogrames Sheffield House   Infogrames","Heavily Used","Video Game"
3682,usr498@gt.edu,kkrieger,NULL,Mint,"Computer Game"
3683,usr498@gt.edu,"Ultimate Pixar ","Floor Jigsaw Puzzle By Ravensburger","Moderately Used","Jigsaw Puzzle"
3684,usr498@gt.edu,"Assassin's Creed Valhalla","Ubisoft Montreal   Ubisoft","Lightly Used","Computer Game"
3685,usr498@gt.edu,"Disney Villainous: Jafar","Jigsaw Puzzle By Ravensburger NEW","Moderately Used","Jigsaw Puzzle"
3686,usr498@gt.edu,"Asura System","published by Terranetz   ","Moderately Used","Card Game"
3687,usr498@gt.edu,"Star Wars: Republic Commando","LucasArts, Magellan Interactive   THQ Wireless","Heavily Used","Computer Game"
3688,usr498@gt.edu,"NBA Hangtime",NULL,"Like New","Video Game"
3689,usr498@gt.edu,"Pixel Piracy",NULL,Mint,"Computer Game"
3690,usr498@gt.edu,"Unlimited VS ","SK Japan   ","Damaged/Missing parts","Card Game"
3691,usr498@gt.edu,"24: Trading Card Game","deck of 24 cards made from characters and events from the television show   ",Mint,"Card Game"
3692,usr498@gt.edu,"Battleground 6: Napoleon in Russia",TalonSoft,"Heavily Used","Computer Game"
3693,usr498@gt.edu,"The Great Battles of Alexander the Great","GMT Games  1991","Lightly Used","Board Game"
3694,usr499@gt.edu,"Bleach Trading Card Game","Score Entertainment   ",Mint,"Card Game"
3695,usr499@gt.edu,"Magic: The Gathering 2014","Card & Board   Stainless Games","Like New","Video Game"
3696,usr499@gt.edu,"WCW Nitro ","Wizards of the Coast   ","Like New","Card Game"
3697,usr499@gt.edu,Patolli,"Mesoamerica  Five or six thrown marked black beans","Heavily Used","Board Game"
3698,usr499@gt.edu,"Empire Earth III",NULL,"Lightly Used","Computer Game"
3699,usr499@gt.edu,"Case Closed Trading Card Game","Score Entertainment   ",Mint,"Card Game"
3700,usr499@gt.edu,"Doctor Who Monster Invasion",NULL,"Like New","Card Game"
3701,usr499@gt.edu,"Actua Soccer","Gremlin Interactive   Greenwood Entertainment","Lightly Used","Computer Game"
3702,usr499@gt.edu,"Thomas & Friends Thomas the Tank Engine","Floor Puzzle For Kids By Ravensburger","Moderately Used","Jigsaw Puzzle"
3703,usr499@gt.edu,"Silent Hunter 4: Wolves of the Pacific",NULL,Mint,"Computer Game"
3704,usr500@gt.edu,"Euro Truck Simulator 2",NULL,"Lightly Used","Computer Game"
3705,usr500@gt.edu,"Battleground 3: Waterloo",TalonSoft,"Damaged/Missing parts","Computer Game"
3706,usr500@gt.edu,"Beast Clans","Beast Clans LLC   ","Lightly Used","Card Game"
3707,usr500@gt.edu,"Prince of Persia: Warrior Within","Ubisoft Montreal, Pipeworks Software, Gameloft   Ubisoft, Gameloft","Damaged/Missing parts","Computer Game"
3708,usr500@gt.edu,"Moon Landing ","Jigsaw Puzzle By Ravensburger NEW",Mint,"Jigsaw Puzzle"
3709,usr500@gt.edu,"The Elder Scrolls III: Morrowind",NULL,"Lightly Used","Computer Game"
3710,usr500@gt.edu,"AssaultCube (AC)","Rabid Viper Productions","Lightly Used","Computer Game"
3711,usr500@gt.edu,Successors,NULL,"Like New","Board Game"
3712,usr500@gt.edu,"Monster Hunter Frontier","Action role-playing   Capcom","Lightly Used","Video Game"
3713,usr500@gt.edu,"Just Dance 2017","Ubisoft Paris   ",Mint,"Video Game"
3714,usr500@gt.edu,"Ogre Battle 64: Person of Lordly Caliber","Quest Corporation   Atlus USANA","Lightly Used","Video Game"
3715,usr500@gt.edu,"Marble Blast Ultra","Action & Adventure   GarageGames","Moderately Used","Video Game"
3716,usr501@gt.edu,"Assassin's Creed: Brotherhood","Ubisoft Montreal   Ubisoft","Lightly Used","Computer Game"
3717,usr501@gt.edu,"Jane's Advanced Strike Fighters","Trickstar Games   ",Mint,"Video Game"
3718,usr501@gt.edu,"Wargame: Red Dragon","Eugen Systems   Focus Home Interactive","Like New","Computer Game"
3719,usr501@gt.edu,"Battleground 2: Gettysburg",TalonSoft,"Like New","Computer Game"
3720,usr501@gt.edu,"Aldnoah Zero",NULL,"Lightly Used","Card Game"
3721,usr501@gt.edu,"StarCraft II: Heart of the Swarm","Blizzard Entertainment","Like New","Computer Game"
3722,usr501@gt.edu,"ARMA 3",NULL,"Heavily Used","Computer Game"
3723,usr501@gt.edu,"Peter Pan & the Irate Pirate",NULL,"Damaged/Missing parts","Jigsaw Puzzle"
3724,usr501@gt.edu,"Digi-Battle ",NULL,"Moderately Used","Card Game"
3725,usr502@gt.edu,"Janline R","Recom   August 6, 2009","Like New","Video Game"
3726,usr502@gt.edu,"GT InteractivePAL","Racing/Automobile   1998-06NA","Damaged/Missing parts","Video Game"
3727,usr502@gt.edu,"HumanKind ","SALO   ","Heavily Used","Card Game"
3728,usr503@gt.edu,Yut,"Korea  Four thrown marked sticks","Like New","Board Game"
3729,usr503@gt.edu,"Baseball 3010",NULL,"Lightly Used","Card Game"
3730,usr503@gt.edu,"The New Tetris",NULL,"Damaged/Missing parts","Video Game"
3731,usr503@gt.edu,"Mission Impossible","Ocean Software   ","Like New","Video Game"
3732,usr503@gt.edu,"Borderlands 2","Gearbox Software, Iron Galaxy Studios   2K Games",Mint,"Computer Game"
3733,usr503@gt.edu,"Age of Empires","Ensemble Studios   Microsoft Game Studios","Lightly Used","Computer Game"
3734,usr503@gt.edu,"Actua Pool","Gremlin Interactive","Heavily Used","Computer Game"
3735,usr503@gt.edu,"Conquest of the Empire","Citadel Games  1981?","Damaged/Missing parts","Board Game"
3736,usr503@gt.edu,"A Demon's Game: Episode 1",NULL,"Lightly Used","Computer Game"
3737,usr503@gt.edu,"Initial D Collectible Card Game","AEG   ","Damaged/Missing parts","Card Game"
3738,usr503@gt.edu,"Madden NFL 11","Sports   EA Tiburon","Like New","Video Game"
3739,usr504@gt.edu,"Gundam M.S. War Trading Card Game ","Bandai   ","Moderately Used","Card Game"
3740,usr504@gt.edu,"Thorgal Kolekcjonerska Gra Karciana","Egmont Polksa   ",Mint,"Card Game"
3741,usr504@gt.edu,"Assassin's Creed Odyssey",NULL,"Heavily Used","Computer Game"
3742,usr505@gt.edu,"Achtung Spitfire!",NULL,"Lightly Used","Computer Game"
3743,usr505@gt.edu,"Asphalt 8: Airborne",Gameloft,"Moderately Used","Computer Game"
3744,usr505@gt.edu,Scrapland,NULL,"Like New","Computer Game"
3745,usr505@gt.edu,"Frosty Adventures ",NULL,Mint,"Jigsaw Puzzle"
3746,usr505@gt.edu,"Battlefield 1942: The Road to Rome","Digital Illusions CE   Electronic Arts","Damaged/Missing parts","Computer Game"
3747,usr505@gt.edu,"The Witcher 3: Wild Hunt",NULL,"Lightly Used","Computer Game"
3748,usr505@gt.edu,Elementeo,"Alchemist Empire   ","Heavily Used","Card Game"
3749,usr506@gt.edu,"Monster Hunter Frontier G10","Action role-playing, Expansion   Capcom","Like New","Video Game"
3750,usr506@gt.edu,"Battlefield V","EA Digital Illusions CE   Electronic Arts","Damaged/Missing parts","Computer Game"
3751,usr506@gt.edu,Sacred,"Ascaron   Encore, Koch Media, Red Ant Enterprises","Damaged/Missing parts","Computer Game"
3752,usr506@gt.edu,"Anno 1602","Max Design   Sunflowers","Moderately Used","Computer Game"
3753,usr506@gt.edu,"Vandaria Wars Trading Card Game ","GameQuarters   ","Lightly Used","Card Game"
3754,usr506@gt.edu,"A Day in the Woods","RetroEpic Software","Lightly Used","Computer Game"
3755,usr506@gt.edu,StarDrive,"Zero Sum Games   Iceberg Interactive","Lightly Used","Computer Game"
3756,usr506@gt.edu,"Spore Galactic Adventures","Maxis   Electronic Arts","Moderately Used","Computer Game"
3757,usr506@gt.edu,"Xeko ","Matter Group   ","Moderately Used","Card Game"
3758,usr506@gt.edu,"Agatha Christie: Evil Under the Sun","AWE Productions   The Adventure Company","Heavily Used","Computer Game"
3759,usr507@gt.edu,Wasteland,"Interplay Productions   Electronic Arts",Mint,"Computer Game"
3760,usr507@gt.edu,"Candy Thun (tricks and art)",35/35,"Moderately Used","Jigsaw Puzzle"
3761,usr507@gt.edu,Parchis,"Spain  Single six-sided die",Mint,"Board Game"
3762,usr507@gt.edu,"Katawa Shoujo",NULL,Mint,"Computer Game"
3763,usr507@gt.edu,"Ganbare Goemon Derodero Dochu Obake Tenko MoriJP","KCEO   Konami","Damaged/Missing parts","Video Game"
3764,usr507@gt.edu,"Planetary Annihilation",NULL,"Heavily Used","Computer Game"
3765,usr507@gt.edu,Gladiator,"Avalon Hill  1981","Like New","Board Game"
3766,usr507@gt.edu,"GT InteractivePAL","Action/Beat 'em up   1997-12-08NA","Like New","Video Game"
3767,usr507@gt.edu,"Teen Titans Collectible Card Game ","Bandai   ","Lightly Used","Card Game"
3768,usr507@gt.edu,"Battleground 11: East Front",TalonSoft,"Like New","Computer Game"
3769,usr507@gt.edu,"Spore Galactic Adventures","Maxis   Electronic Arts","Lightly Used","Computer Game"
3770,usr507@gt.edu,"Just Dance 2015","Ubisoft Paris   ","Heavily Used","Video Game"
3771,usr508@gt.edu,"K-ON! Ho-kago Live!!","Sega   June 21, 2012","Damaged/Missing parts","Video Game"
3772,usr508@gt.edu,"Medal of Honor: Airborne","First-person Shooter   EA Los Angeles","Lightly Used","Video Game"
3773,usr508@gt.edu,"ShootMania Storm","Nadeo   Ubisoft","Lightly Used","Computer Game"
3774,usr508@gt.edu,"Pixel Piracy","Quadro Delta   Re-Logic","Lightly Used","Computer Game"
3775,usr509@gt.edu,"Metal Slug 3","Classics   SNK","Moderately Used","Video Game"
3776,usr509@gt.edu,"ARMA 3","Bohemia Interactive","Like New","Computer Game"
3777,usr509@gt.edu,"Fullmetal Alchemist Trading Card Game ","RC2 Inc./JoyRide Studios   ","Lightly Used","Card Game"
3778,usr510@gt.edu,"Joe Danger 2: The Movie","Hello Games   Unreleased",Mint,"Video Game"
3779,usr510@gt.edu,"FemWarriors ",NULL,"Like New","Card Game"
3780,usr510@gt.edu,Ludo,"England  Single six-sided die","Damaged/Missing parts","Board Game"
3781,usr510@gt.edu,"The Supershow ","SRG Universe Inc.   ",Mint,"Card Game"
3782,usr511@gt.edu,"Brothers in Arms: Hell's Highway","Gearbox Software   Ubisoft","Lightly Used","Computer Game"
3783,usr511@gt.edu,"The X-Files Collectible Card Game ","Voyager Promotions   ","Moderately Used","Card Game"
3784,usr511@gt.edu,"World of Tanks",Wargaming,"Lightly Used","Computer Game"
3785,usr511@gt.edu,"Pilotwings 64","Nintendo EAD   ","Damaged/Missing parts","Video Game"
3786,usr511@gt.edu,Smite,"Hi-Rez Studios","Moderately Used","Computer Game"
3787,usr511@gt.edu,"Mass Effect 2","Action RPG   BioWare","Damaged/Missing parts","Video Game"
3788,usr511@gt.edu,"Europa Universalis","Paradox Development Studio   Strategy First","Moderately Used","Computer Game"
3789,usr512@gt.edu,"Madagascar 3: The Video Game","Action-adventure, Platformer   Monkey Bar Games","Lightly Used","Video Game"
3790,usr512@gt.edu,"Mad Tea Party",NULL,"Heavily Used","Jigsaw Puzzle"
3791,usr512@gt.edu,"Europa Universalis II","Paradox Development Studio   Strategy First, MacPlay, Typhoon Games","Heavily Used","Computer Game"
3792,usr512@gt.edu,"Ultimate Combat!	","Ultimate Games   ",Mint,"Card Game"
3793,usr512@gt.edu,"Anno 1602","Max Design   Sunflowers","Damaged/Missing parts","Computer Game"
3794,usr512@gt.edu,"Dark Force","Schmidt Spiele   ","Heavily Used","Card Game"
3795,usr512@gt.edu,"Marvel: Ultimate Alliance","Action RPG   Raven Software","Lightly Used","Video Game"
3796,usr512@gt.edu,Coppit,"Germany  Single six-sided die","Like New","Board Game"
3797,usr512@gt.edu,"Empires Apart","Destiny Bit   Slitherine","Moderately Used","Computer Game"
3798,usr513@gt.edu,"WCW Nitro ",NULL,"Lightly Used","Card Game"
3799,usr513@gt.edu,"Me and My Pal ",NULL,"Heavily Used","Jigsaw Puzzle"
3800,usr513@gt.edu,"Aeroplane Chess","China  Single six-sided die","Heavily Used","Board Game"
3801,usr513@gt.edu,"7th Sea","an out-of-print collectible card game (CCG) produced by Alderac Entertainment Group (AEG)   ","Like New","Card Game"
3802,usr514@gt.edu,"Epic Battles","Score Entertainment   ","Heavily Used","Card Game"
3803,usr514@gt.edu,Wahoo,"Appalachia, United States  Single six-sided die","Lightly Used","Board Game"
3804,usr514@gt.edu,"Dollhouse Village",NULL,"Moderately Used","Jigsaw Puzzle"
3805,usr514@gt.edu,"Bionicle: Quest for the Masks","Upper Deck   ","Damaged/Missing parts","Card Game"
3806,usr514@gt.edu,"NFL Quarterback Club 98","Iguana Entertainment   Acclaim Sports","Like New","Video Game"
3807,usr514@gt.edu,Chandragupta,"GMT Games  2008","Lightly Used","Board Game"
3808,usr514@gt.edu,"Empires Apart","Destiny Bit   Slitherine","Lightly Used","Computer Game"
3809,usr514@gt.edu,"Sins of a Solar Empire","Ironclad Games   Stardock","Lightly Used","Computer Game"
3810,usr514@gt.edu,"Battlefield 4",NULL,"Damaged/Missing parts","Computer Game"
3811,usr515@gt.edu,"Penumbra: Overture","Frictional Games",Mint,"Computer Game"
3812,usr515@gt.edu,"Romeo and Juliet","Jennifer Brown",Mint,"Jigsaw Puzzle"
3813,usr515@gt.edu,Acre,"Simulations Publications, Inc.  1978","Like New","Board Game"
3814,usr515@gt.edu,Brawlhalla,NULL,"Moderately Used","Computer Game"
3815,usr515@gt.edu,"Supreme Commander","Gas Powered Games   THQ","Heavily Used","Computer Game"
3816,usr515@gt.edu,"WARS Trading Card Game	","Decipher Inc.   ","Lightly Used","Card Game"
3817,usr516@gt.edu,"The Elder Scrolls Adventures: Redguard",NULL,"Moderately Used","Computer Game"
3818,usr516@gt.edu,"Madden NFL 15","Sports   EA Tiburon","Like New","Video Game"
3819,usr516@gt.edu,"NBA Jam 2000","Acclaim Studios Salt Lake City   Acclaim Sports","Damaged/Missing parts","Video Game"
3820,usr516@gt.edu,"A Chair in a Room: Greenwater","Wolf & Wood Interactive Ltd","Damaged/Missing parts","Computer Game"
3821,usr516@gt.edu,"Pools of Darkness","Strategic Simulations, Inc., MicroMagic, Inc., Marionette (PC9800)   Strategic Simulations, Inc., Pony Canyon (PC9800)","Like New","Computer Game"
3822,usr516@gt.edu,"G.I. Joe Trading Card Game ","Wizards of the Coast   ","Moderately Used","Card Game"
3823,usr517@gt.edu,Yut,"Korea  Four thrown marked sticks","Damaged/Missing parts","Board Game"
3824,usr517@gt.edu,"Max Payne 3",NULL,"Like New","Video Game"
3825,usr517@gt.edu,"Pet Fair Fun ","Jigsaw Puzzle By Ravensburger NEW","Damaged/Missing parts","Jigsaw Puzzle"
3826,usr517@gt.edu,"Cardcaptors Trading Card Game","Upper Deck   ","Damaged/Missing parts","Card Game"
3827,usr517@gt.edu,Jeopardy!,NULL,"Lightly Used","Video Game"
3828,usr517@gt.edu,"Accounting (video game)","Crows Crows Crows",Mint,"Computer Game"
3829,usr517@gt.edu,"Prison Architect","Introversion Software","Heavily Used","Computer Game"
3830,usr517@gt.edu,"Man Vs. Wild With Bear Grylls","Adventure   G.rev","Like New","Video Game"
3831,usr517@gt.edu,"Dragon Booster Trading Card Game","Score Entertainment   ","Damaged/Missing parts","Card Game"
3832,usr518@gt.edu,"Masquerade: The Baubles of Doom","Action & Adventure   Big Ant Studios","Damaged/Missing parts","Video Game"
3833,usr518@gt.edu,"Centurion: Tactical Warfare, 100 BC-600 AD","Simulations Publications, Inc.  1971","Moderately Used","Board Game"
3834,usr518@gt.edu,"Kaijudo	",NULL,"Moderately Used","Card Game"
3835,usr518@gt.edu,BioShock,"2K Boston, 2K Australia   2K Games","Heavily Used","Computer Game"
3836,usr518@gt.edu,"Eye of the Beholder II: The Legend of Darkmoon",NULL,"Lightly Used","Computer Game"
3837,usr518@gt.edu,"Hero Attax ","Topps   ","Like New","Card Game"
3838,usr518@gt.edu,"Jissen Pachi-Slot Hisshouhou! Hokuto no Ken F - Seikimatsu Kyuuseishu Densetsu","Sega   May 31, 2012","Heavily Used","Video Game"
3839,usr518@gt.edu,"Dark Age","FPG Inc.   ","Heavily Used","Card Game"
3840,usr518@gt.edu,"Hayate the Combat Butler TCG ","Konami   ",Mint,"Card Game"
3841,usr518@gt.edu,"Football Resurrection","Portal Games Ltd.   ","Lightly Used","Card Game"
3842,usr518@gt.edu,"Assetto Corsa","Kunos Simulazioni","Heavily Used","Computer Game"
3843,usr519@gt.edu,"Bionicle: Quest for the Masks","Upper Deck   ",Mint,"Card Game"
3844,usr519@gt.edu,"Nightmare Creatures",NULL,"Moderately Used","Video Game"
3845,usr519@gt.edu,"Teenage Mutant Ninja Turtles Trading Card Game ","Upper Deck   ",Mint,"Card Game"
3846,usr519@gt.edu,Braid,"Number None","Damaged/Missing parts","Computer Game"
3847,usr519@gt.edu,"Marvel: Ultimate Alliance","Action RPG   Raven Software","Lightly Used","Video Game"
3848,usr519@gt.edu,"Battles of Napoleon","Chuck Kroegel, David Landrey   Strategic Simulations, Inc.","Moderately Used","Computer Game"
3849,usr519@gt.edu,"Brothers in Arms: Hell's Highway","Gearbox Software   Ubisoft","Like New","Computer Game"
3850,usr519@gt.edu,"Just Dance 4","Ubisoft Paris   October 2, 2014","Lightly Used","Video Game"
3851,usr519@gt.edu,"Pro Mahjong Kiwame 64","Athena   Athena","Lightly Used","Video Game"
3852,usr519@gt.edu,Hannibal,NULL,"Heavily Used","Board Game"
3853,usr520@gt.edu,"Star Wars: Republic Commando","LucasArts, Magellan Interactive   THQ Wireless","Damaged/Missing parts","Computer Game"
3854,usr520@gt.edu,"Pro Shinan Mahjong Tsuwamono 64: Janso Battle ni Chosen","Culture Brain   Culture Brain","Moderately Used","Video Game"
3855,usr520@gt.edu,"An Elder Scrolls Legend: Battlespire","Bethesda Softworks",Mint,"Computer Game"
3856,usr520@gt.edu,"Memories Off: Yubikiri no Kioku",NULL,"Damaged/Missing parts","Video Game"
3857,usr520@gt.edu,"Nushi Tsuri 64: Shiokaze Ni Notte","Victor Interactive Software   Victor Interactive Software",Mint,"Video Game"
3858,usr520@gt.edu,"MLB Bobblehead Pros",NULL,"Moderately Used","Video Game"
3859,usr520@gt.edu,Audiosurf,"Dylan Fitterer","Moderately Used","Computer Game"
3860,usr521@gt.edu,"XXXenophile	","Slag-Blah Entertainment/Studio Foglio   ",Mint,"Card Game"
3861,usr521@gt.edu,"AdVenture Capitalist",NULL,"Moderately Used","Computer Game"
3862,usr521@gt.edu,"Xiaolin Showdown Trading Card Game ","Wizards of the Coast   ","Like New","Card Game"
3863,usr521@gt.edu,"G.I. Joe Trading Card Game ","Wizards of the Coast   ",Mint,"Card Game"
3864,usr521@gt.edu,"Assetto Corsa","Kunos Simulazioni","Lightly Used","Computer Game"
3865,usr522@gt.edu,"Automation - The Car Company Tycoon Game",NULL,"Heavily Used","Computer Game"
3866,usr522@gt.edu,"GMT Games",NULL,Mint,"Board Game"
3867,usr522@gt.edu,"Disney Pixar: Toy Story: Playing Around ","Giant Floor Puzzle by Ravensburger","Lightly Used","Jigsaw Puzzle"
3868,usr522@gt.edu,Troy,"Chaosium  1977","Like New","Board Game"
3869,usr522@gt.edu,"Mass Effect 3","Action RPG   BioWare","Heavily Used","Video Game"
3870,usr522@gt.edu,Phalanx,NULL,"Damaged/Missing parts","Board Game"
3871,usr522@gt.edu,"Avalanche Software","Midway Home EntertainmentNA   ","Heavily Used","Video Game"
3872,usr522@gt.edu,"NBA Live 2000","EA Canada   ","Heavily Used","Video Game"
3873,usr522@gt.edu,"Ultimate Pixar ","Floor Jigsaw Puzzle By Ravensburger",Mint,"Jigsaw Puzzle"
3874,usr522@gt.edu,"Pixel Piracy","Quadro Delta   Re-Logic","Damaged/Missing parts","Computer Game"
3875,usr523@gt.edu,"Football Resurrection","Portal Games Ltd.   ","Like New","Card Game"
3876,usr523@gt.edu,"Attack on Titan",NULL,"Moderately Used","Computer Game"
3877,usr523@gt.edu,"Battles in Time","Quantum Quality Productions, American Laser Games   Quantum Quality Productions","Moderately Used","Computer Game"
3878,usr523@gt.edu,"Mario StoryJP",NULL,"Heavily Used","Video Game"
3879,usr523@gt.edu,Aggravation,"United States  Single six-sided die","Moderately Used","Board Game"
3880,usr523@gt.edu,"Doctor Who: The Collectible Trading Card Game","M.M.G. Ltd.   ","Damaged/Missing parts","Card Game"
3881,usr523@gt.edu,"Disney Castle ","3D Jigsaw Puzzle By Ravensburger","Damaged/Missing parts","Jigsaw Puzzle"
3882,usr523@gt.edu,"Event 0","Ocelot Society","Lightly Used","Computer Game"
3883,usr523@gt.edu,"Survivor ","Upper Deck   ","Damaged/Missing parts","Card Game"
3884,usr523@gt.edu,"Inuyasha Trading Card Game ","Score Entertainment   ","Moderately Used","Card Game"
3885,usr523@gt.edu,"Rainbow Horses ","Jigsaw Puzzle By Ravensburger NEW","Lightly Used","Jigsaw Puzzle"
3886,usr523@gt.edu,"Metal Slug 3",NULL,"Like New","Video Game"
3887,usr524@gt.edu,"Age of Wonders",NULL,"Like New","Computer Game"
3888,usr524@gt.edu,"Madballs in Babo: Invasion","Shooter   Playbrains","Moderately Used","Video Game"
3889,usr524@gt.edu,"Centurion: Tactical Warfare, 100 BC-600 AD","Simulations Publications, Inc.  1971","Damaged/Missing parts","Board Game"
3890,usr524@gt.edu,"Fading Legions","Avalanche Press  2002","Lightly Used","Board Game"
3891,usr524@gt.edu,"Densel the Dragon","Steve Richardson (tricks)","Damaged/Missing parts","Jigsaw Puzzle"
3892,usr524@gt.edu,"Assassin's Creed","Ubisoft Montreal   Ubisoft","Damaged/Missing parts","Computer Game"
3893,usr524@gt.edu,"Jikkyou Powerful Pro Yakyuu 2016","Konami   April 28, 2016","Heavily Used","Video Game"
3894,usr525@gt.edu,"Memories Off: Yubikiri no Kioku","Visual novel   5pb.","Damaged/Missing parts","Video Game"
3895,usr525@gt.edu,"Marble Blast Ultra",NULL,"Lightly Used","Video Game"
3896,usr525@gt.edu,After...,Ciel,"Moderately Used","Computer Game"
3897,usr525@gt.edu,"Star Wars: Knights of the Old Republic","BioWare   LucasArts","Heavily Used","Computer Game"
3898,usr525@gt.edu,"Megamind: Ultimate Showdown","Action   THQ","Like New","Video Game"
3899,usr525@gt.edu,"NBA in the Zone 2JP",NULL,"Heavily Used","Video Game"
3900,usr525@gt.edu,"Aliens Predator Collectible Card Game","Alien vs. Predator science fiction horror franchises   ","Damaged/Missing parts","Card Game"
3901,usr525@gt.edu,"HMS Pinafore","Steve Richardson (tricks and teasers)","Damaged/Missing parts","Jigsaw Puzzle"
3902,usr525@gt.edu,"World in Conflict: Soviet Assault","Massive Entertainment   Sierra Entertainment (former), Ubisoft","Moderately Used","Computer Game"
3903,usr525@gt.edu,"Tank Commander ","Moments in History   ","Heavily Used","Card Game"
3904,usr525@gt.edu,"Caesar: Epic Battle at Alesia","Avalon Hill  1976","Lightly Used","Board Game"
3905,usr525@gt.edu,"Killing Floor 2","Tripwire Interactive","Heavily Used","Computer Game"
3906,usr526@gt.edu,"Jimmie Johnson's Anything with an Engine","Isopod Labs   ","Lightly Used","Video Game"
3907,usr526@gt.edu,"ARMA 3","Bohemia Interactive","Damaged/Missing parts","Computer Game"
3908,usr526@gt.edu,"24: Trading Card Game","deck of 24 cards made from characters and events from the television show   ","Damaged/Missing parts","Card Game"
3909,usr526@gt.edu,Headache,NULL,"Heavily Used","Board Game"
3910,usr526@gt.edu,"James Bond 007 ","Target Games/Heartbreaker Hobbies   ","Damaged/Missing parts","Card Game"
3911,usr526@gt.edu,"Jeu des petits chevaux",NULL,"Lightly Used","Board Game"
3912,usr526@gt.edu,"Jewish War","Khyber Pass Games  2000","Moderately Used","Board Game"
3913,usr526@gt.edu,"Planetary Annihilation","Uber Entertainment",Mint,"Computer Game"
3914,usr526@gt.edu,Arcadia,"an out-of-print collectible card game involving combat and terrain   ","Heavily Used","Card Game"
3915,usr526@gt.edu,"Monster Hunter Frontier G8","Action role-playing, Expansion   Capcom",Mint,"Video Game"
3916,usr527@gt.edu,Karateka,NULL,"Damaged/Missing parts","Video Game"
3917,usr527@gt.edu,Dayakattai,"Tamil Nadu, India  Two four-sided brass long dice","Lightly Used","Board Game"
3918,usr527@gt.edu,"Age of Pirates 2: City of Abandoned Ships","Akella   Playlogic","Heavily Used","Computer Game"
3919,usr527@gt.edu,"Baldur's Gate II: Throne of Bhaal","BioWare   Black Isle Studios, Interplay Entertainment","Lightly Used","Computer Game"
3920,usr527@gt.edu,"Battleground 4: Shiloh",TalonSoft,"Heavily Used","Computer Game"
3921,usr527@gt.edu,1995,"Deluxe Edition  ","Like New","Board Game"
3922,usr527@gt.edu,"Power Rangers Lightspeed Rescue","Mass Media Games   THQ",Mint,"Video Game"
3923,usr527@gt.edu,"Advent Rising","GlyphX Games   Majesco Entertainment","Lightly Used","Computer Game"
3924,usr527@gt.edu,"JoJo's Bizarre Adventure HD Ver.","Capcom   August 21, 2012",Mint,"Video Game"
3925,usr527@gt.edu,"Just Cause 2","Avalanche Studios   ","Like New","Video Game"
3926,usr528@gt.edu,"Euro Truck Simulator","SCS Software","Moderately Used","Computer Game"
3927,usr528@gt.edu,Karateka,NULL,"Heavily Used","Video Game"
3928,usr528@gt.edu,"Monster Hunter Frontier G10",NULL,"Lightly Used","Video Game"
3929,usr528@gt.edu,"StarCraft: Brood War","Blizzard Entertainment Saffire   Blizzard Entertainment",Mint,"Computer Game"
3930,usr529@gt.edu,"Empire Earth III","Mad Doc Software   Sierra Entertainment","Moderately Used","Computer Game"
3931,usr529@gt.edu,Chariot,"Simulations Publications, Inc.  1975","Moderately Used","Board Game"
